code	ds_type	idx	max_v	min_v	name	node	node_id	node_idx	price
3779319497744187392	demand	1	27.25961	27.25961	A00000001	A00000002	326	3779318278963331072	17889.91
3779319497744187393	demand	2	0.0	0.0	A00000003	A00000002	326	3779318278963331072	17889.91
3779319497748381696	demand	3	0.0	0.0	A00000001	A00000002	326	3779318278963331072	0.0
3779319501535838208	demand	4	0.0	0.0	A00000004	A00000005	335	3779318279022051328	17889.91
3779319503771402240	demand	5	94.05919	94.05919	A00000006	A00000007	334	3779318279017857024	17889.91
3779319505818222592	demand	6	99.60465	99.60465	A00000008	A00000009	327	3779318278967525376	17889.91
3779319505822416896	demand	7	0.0	0.0	A00000008	A00000009	327	3779318278967525376	0.0
3779319508200587264	demand	8	61.7969	61.7969	A00000010	A00000011	324	3779318278950748160	17889.91
3779319508200587265	demand	9	0.0	0.0	A00000012	A00000011	324	3779318278950748160	17889.91
3779319510180298752	demand	10	71.90621999999999	71.90621999999999	A00000013	A00000014	401	3779318279479230464	17889.91
3779319510180298753	demand	11	0.0	0.0	A00000015	A00000014	401	3779318279479230464	17889.91
3779319512340365312	demand	12	0.0	0.0	A00000016	A00000017	627	3779318281022734336	17889.91
3779319512340365313	demand	13	8.344888000000001	8.344888000000001	A00000018	A00000017	627	3779318281022734336	18532.11
3779319512344559616	demand	14	0.0	0.0	A00000019	A00000017	627	3779318281022734336	18532.11
3779319514122944512	demand	15	0.0	0.0	A00000020	A00000021	303	3779318278799753216	17889.91
3779319514122944513	demand	16	57.99485	57.99485	A00000022	A00000021	303	3779318278799753216	18532.11
3779319514127138816	demand	17	0.0	0.0	A00000023	A00000021	303	3779318278799753216	18532.11
3779319514131333120	demand	18	0.0	0.0	A00000024	A00000021	303	3779318278799753216	18532.11
3779319514131333121	demand	19	0.0	0.0	A00000025	A00000021	303	3779318278799753216	18532.11
3779319516937322496	demand	20	263.0192	263.0192	A00000026	A00000027	325	3779318278954942464	17889.91
3779319516941516800	demand	21	0.0	0.0	A00000028	A00000027	325	3779318278954942464	17889.91
3779319519512625152	demand	22	149.4841	149.4841	A00000029	A00000030	402	3779318279487619072	17889.91
3779319519512625153	demand	23	0.0	0.0	A00000031	A00000030	402	3779318279487619072	17889.91
3779319560130265088	demand	51	0.025456	0.025456	A00000077	A00000078	463	3779318279898660864	18715.6
3779319561627631616	demand	52	0.0	0.0	A00000079	A00000080	464	3779318279907049472	18715.6
3779319563015946240	demand	53	3.7505589999999995	3.7505589999999995	A00000081	A00000082	465	3779318279915438080	18715.6
3779319565578665984	demand	54	4.045355000000001	4.045355000000001	A00000083	A00000084	466	3779318279919632384	18715.6
3779319567818424320	demand	55	83.04057	83.04057	A00000085	A00000086	467	3779318279928020992	18715.6
3779319571031261184	demand	56	1.6226120000000002	1.6226120000000002	A00000087	A00000088	470	3779318279948992512	18715.6
3779319571035455488	demand	57	0.0	0.0	A00000089	A00000088	470	3779318279948992512	16697.25
3779319616963084288	demand	88	0.0	0.0	A00000142	A00000143	483	3779318280037072896	12018.35
3779319618967961600	demand	89	0.0	0.0	A00000144	A00000145	479	3779318280011907072	12018.35
3779319618967961601	demand	90	0.0	0.0	A00000146	A00000145	479	3779318280011907072	11192.66
3779319638882516992	demand	103	104.8796	104.8796	A00000168	A00000169	384	3779318279361789952	18715.6
3779319638882516993	demand	104	0.0	0.0	A00000170	A00000169	384	3779318279361789952	18715.6
3779319638886711296	demand	105	0.0	0.0	A00000171	A00000169	384	3779318279361789952	18715.6
3779319641126469632	demand	106	13.10755	13.10755	A00000172	A00000173	569	3779318280636858368	18715.6
3779319642766442496	demand	107	108.0269	108.0269	A00000174	A00000175	570	3779318280645246976	18715.6
3779319642770636800	demand	108	0.0	0.0	A00000176	A00000175	570	3779318280645246976	18715.6
3779319642770636801	demand	109	0.0	0.0	A00000177	A00000175	570	3779318280645246976	0.0
3779319644943286272	demand	110	0.0	0.0	A00000178	A00000179	568	3779318280632664064	18715.6
3779319644943286273	demand	111	43.68416	43.68416	A00000180	A00000179	568	3779318280632664064	18715.6
3779319644947480576	demand	112	0.0	0.0	A00000181	A00000179	568	3779318280632664064	18715.6
3779319648042876928	demand	113	6.455846	6.455846	A00000182	A00000183	383	3779318279357595648	18715.6
3779319650093891584	demand	114	118.67299999999999	118.67299999999999	A00000184	A00000185	571	3779318280653635584	18715.6
3779319650093891585	demand	115	0.0	0.0	A00000186	A00000185	571	3779318280653635584	18715.6
3779319651901636608	demand	116	0.0	0.0	A00000187	A00000188	572	3779318280657829888	18715.6
3779319653424168960	demand	117	175.4287	175.4287	A00000189	A00000190	573	3779318280666218496	18715.6
3779319656091746304	demand	118	0.0	0.0	A00000191	A00000192	564	3779318280607498240	17155.96
3779319657668804608	demand	119	3.614501	3.614501	A00000193	A00000194	549	3779318280511029248	17155.96
3779319659413635072	demand	120	1.74013	1.74013	A00000195	A00000196	566	3779318280620081152	17155.96
3779319660885835776	demand	121	17.03105	17.03105	A00000197	A00000198	567	3779318280624275456	17155.96
3779319663016542208	demand	122	0.0	0.0	A00000199	A00000200	551	3779318280523612160	17155.96
3779319663016542209	demand	123	63.487919999999995	63.487919999999995	A00000201	A00000200	551	3779318280523612160	17155.96
3779319664576823296	demand	124	0.0	0.0	A00000202	A00000203	556	3779318280557166592	17155.96
3779319666338430976	demand	125	15.95522	15.95522	A00000204	A00000205	557	3779318280565555200	17155.96
3779319668645298176	demand	126	0.0	0.0	A00000206	A00000207	558	3779318280569749504	17155.96
3779319670406905856	demand	127	0.0	0.0	A00000206	A00000208	547	3779318280498446336	17155.96
3779319673024151552	demand	128	0.0	0.0	A00000209	A00000210	562	3779318280594915328	17155.96
3779319674760593408	demand	129	4.092335	4.092335	A00000211	A00000212	553	3779318280536195072	17155.96
3779319678300585984	demand	130	0.480745	0.480745	A00000213	A00000214	545	3779318280485863424	17155.96
3779319680263520256	demand	131	0.0	0.0	A00000215	A00000216	548	3779318280506834944	17155.96
3779319683128229888	demand	132	1.0893680000000001	1.0893680000000001	A00000217	A00000218	565	3779318280615886848	17155.96
3779319685615452160	demand	133	6.557085000000001	6.557085000000001	A00000219	A00000220	550	3779318280519417856	17155.96
3779319687922319360	demand	134	0.0	0.0	A00000221	A00000222	559	3779318280578138112	17155.96
3779319691596529664	demand	135	32.3596	32.3596	A00000223	A00000224	560	3779318280582332416	17155.96
3779319691596529665	demand	136	0.0	0.0	A00000225	A00000224	560	3779318280582332416	17155.96
3779319694654177280	demand	137	83.75423	83.75423	A00000226	A00000227	554	3779318280544583680	17155.96
3779319694658371584	demand	138	0.0	0.0	A00000228	A00000227	554	3779318280544583680	17155.96
3779319696243818496	demand	139	6.927433000000001	6.927433000000001	A00000229	A00000230	555	3779318280548777984	17155.96
3779319701033713664	demand	141	0.0	0.0	A00000233	A00000234	541	3779318280456503296	14587.16
3779319701037907968	demand	142	0.0	0.0	A00000235	A00000234	541	3779318280456503296	14587.16
3779319704032641024	demand	143	0.0	0.0	A00000236	A00000237	498	3779318280150319104	14587.16
3779319704032641025	demand	144	0.0	0.0	A00000238	A00000237	498	3779318280150319104	14587.16
3779319707270643712	demand	145	13.64589	13.64589	A00000239	A00000240	499	3779318280158707712	14587.16
3779319709309075456	demand	146	10.4443	10.4443	A00000241	A00000242	495	3779318280129347584	14587.16
